Date,sma_5,sma_10,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_histogram,rsi,bb_middle,bb_upper,bb_lower,bb_width,bb_position,volume_sma,volume_ratio,price_change,price_change_5d,price_change_10d,volatility_10d,volatility_20d,hl_spread,hl_spread_avg,support,resistance,support_distance,resistance_distance,day_of_week,month,quarter,target
2020-03-16 00:00:00-04:00,-2.509052588133325,-2.222518850120288,-1.8901983454609417,-1.583843073402714,-2.248233935887431,-1.9503203500620039,-3.974317903329433,-2.9098281141656352,-3.8655713613141947,-1.5457111799590812,-1.8901983454609417,-1.2133775195921743,-2.4916350135781618,5.356185303642959,-2.0785324724600582,2.518441632018636,1.3776865088483072,-9.427463261056579,-5.152297767520166,-6.311258068213408,6.925022037539375,4.884738820391167,7.302456727362135,5.1336839329825334,-2.558563111659503,-1.5017334838181493,-1.4011324409306287,8.677480847797952,-1.4518622130023446,-1.0190533967514268,-1.3410112378278243,4.825098269870881
2020-03-17 00:00:00-04:00,-2.628283318776882,-2.3028260444470345,-1.9619920361995669,-1.6086598002653216,-2.3184866923120198,-2.008458358829563,-4.132128403585462,-3.1994420545196727,-3.499248806401194,-1.2485921294226534,-1.9619920361995669,-1.2702290943256298,-2.576238483174973,5.48062616180349,-1.5378566699536513,2.8391848774734076,1.6140646444026556,4.630350492487786,-4.8182926864825255,-4.428425735847721,7.522900290355143,5.232505250543664,7.026017606070839,5.411211520207162,-2.5813286554718333,-1.5017334838181493,0.5292798359620771,6.897608342996399,-0.7345890004319202,-1.0190533967514268,-1.3410112378278243,-4.30015485724172
2020-03-18 00:00:00-04:00,-2.7442177598335715,-2.426801016329209,-2.046328897305347,-1.638488676825009,-2.4122606765385637,-2.0792006193500194,-4.424994194458745,-3.4930953457926317,-3.547505686369531,-1.2416561494296285,-2.046328897305347,-1.3300078040866576,-2.682152962258866,5.678217719153646,-1.7269064357401118,3.1991718471818475,1.6920053473476082,-4.109924852154681,-4.922723210269067,-6.473158551387443,7.2628403045938965,5.297706866753547,6.826347299864156,5.96793329977484,-2.7230329096868306,-1.5094433463494121,0.05924367783782733,8.480093178106223,-0.017315787861495804,-1.0190533967514268,-1.3410112378278243,0.31518658343653155
2020-03-19 00:00:00-04:00,-2.7682807232892532,-2.5308812641241305,-2.1285992922135515,-1.6676004796057853,-2.488647332750641,-2.143061368817878,-4.588834685484781,-3.762681714037263,-3.2600385286727307,-1.1942092664937978,-2.1285992922135515,-1.417553397474559,-2.7582254022959916,5.656452557846261,-1.5702593065526091,3.472501175600692,0.8152040753147113,0.3107037527891207,-1.235436657321975,-5.6487323955465225,7.318660799472072,5.314567232109475,5.549931608670243,6.420463026249377,-2.7230329096868306,-1.5595294560951036,0.19812696885428835,8.072866047826173,0.6999574247089286,-1.0190533967514268,-1.3410112378278243,-3.6086320156009464
2020-03-20 00:00:00-04:00,-2.905431204822603,-2.6439206851629242,-2.2167584583117117,-1.7009444146181363,-2.5806393739490003,-2.2156131667776466,-4.838340602948231,-4.031139326810617,-3.2465605045668564,-1.5660135143232883,-2.2167584583117117,-1.4984386988651832,-2.851791943145914,5.727991297725437,-1.7001564285504833,3.829715917251726,1.4329704892823183,-3.4475760976755327,-5.861729912195052,-6.222568151057831,7.362592665176432,5.358397049547057,6.3823664937669,6.958528407533013,-2.7230329096868306,-1.737627711285848,-1.138982253062123,8.502636158370041,1.417230637279353,-1.0190533967514268,-1.3410112378278243,-2.4604290984543598
2020-03-23 00:00:00-04:00,-2.955661156889744,-2.730152091914666,-2.30113289228796,-1.737424286350071,-2.676158764351019,-2.2913970408743642,-5.09201915377426,-4.29957682312506,-3.246323966965747,-1.5478440265701803,-2.30113289228796,-1.5523898265528928,-2.963210337105612,5.968631840319086,-1.7059276040800375,4.007464820761194,0.07054990136751839,-2.347813766966544,-2.51964154951303,-5.168441028358312,7.070836856279394,5.350833499799918,4.116737084990096,6.979067540809679,-2.868241923650222,-1.7602451744913863,-0.8345400266162443,9.320182564092484,-1.4518622130023446,-1.0190533967514268,-1.3410112378278243,7.5902009402842205
2020-03-24 00:00:00-04:00,-2.9833073449406045,-2.8038067758386824,-2.3592506833487445,-1.7661924961080555,-2.70200317812836,-2.3342160508998866,-4.893245604183902,-4.472271118390947,-2.102693543664592,-1.3822852466680302,-2.3592506833487445,-1.630136038277949,-3.002127545082629,5.8365608875712045,-1.085529301780068,4.143985770668617,0.10965559482117125,7.278798525541527,-1.374661197805361,-4.240245421373665,7.807576090247273,6.012404943323269,3.4659299174438027,6.863962239505962,-2.868241923650222,-1.8740022579065694,1.784583533044493,5.982911566683402,-0.7345890004319202,-1.0190533967514268,-1.3410112378278243,0.8725030203788521
2020-03-25 00:00:00-04:00,-2.9571471174414103,-2.8488260435553587,-2.4139499266913154,-1.7947690328528763,-2.7164780960043324,-2.3701315826110334,-4.638908272973312,-4.556615201923396,-1.0473686565070228,-1.217292697987813,-2.4139499266913154,-1.7201660259059859,-3.0230432523076,5.588554772391513,-0.9456433959821949,4.339448329739484,0.5440208727725546,0.8445080259547677,1.0962867655828012,-2.789071990947594,7.719371030373682,6.036457901475611,6.139421404900116,7.174254192906875,-2.868241923650222,-1.9547861113654241,2.1029020063139052,5.245554551909071,-0.017315787861495804,-1.0190533967514268,-1.3410112378278243,5.0258562945941145
2020-03-26 00:00:00-04:00,-2.8826177278944956,-2.823518536456452,-2.4437130165860217,-1.817736609689857,-2.6882630026389376,-2.383340528723902,-4.137419145615096,-4.517988386061795,0.42149556235495744,-0.8825333279943932,-2.4437130165860217,-1.7771065663125098,-3.0270107627638363,5.395244787430436,-0.4806310210252041,4.388205663076708,0.1278163686269028,4.822638902385621,3.3618367127916087,1.4414944163616719,7.226736067415876,6.227373053436574,4.481153911254044,6.8833183070962525,-2.868241923650222,-1.9547861113654241,3.7240890134324323,3.598578862251525,0.6999574247089286,-1.0190533967514268,-1.3410112378278243,-2.819076866084691
2020-03-27 00:00:00-04:00,-2.802728672731115,-2.8522335469414775,-2.4789440740248923,-1.844036020552834,-2.687591384510099,-2.4070023842429156,-3.8456913766040186,-4.425365002121968,1.0664751868330795,-0.7056145244450788,-2.4789440740248923,-1.835106163475624,-3.0404706638153076,5.2354157838670226,-0.677861617090632,4.2238089984853575,-0.9408107308781479,-2.6913308395523723,3.78355122963963,-1.862660979332861,6.513556862027405,6.271356235577157,2.856712340483711,6.303230762382954,-2.868241923650222,-1.9547861113654241,2.8185666518658934,4.518505625415094,1.417230637279353,-1.0190533967514268,-1.3410112378278243,2.6668499548595546
2020-03-30 00:00:00-04:00,-2.671268903957442,-2.8114990562678743,-2.5185138289853732,-1.8683076418671642,-2.664716642052964,-2.417876403750631,-3.437141182441587,-4.264827848165002,1.8776938272959929,-0.7928942696813006,-2.5185138289853732,-1.943608004064105,-3.015172542322753,4.737710843920629,-0.3696720350136973,4.180055283382475,-1.256154694249757,2.5631547366503367,6.509721177772255,2.5330331678682403,4.831231996166792,6.208919740767076,2.304374257331418,5.718896390783006,-2.868241923650222,-1.9547861113654241,3.6902673504317436,3.632938536059256,-1.4518622130023446,-1.0190533967514268,-1.3410112378278243,-1.376266158873597
2020-03-31 00:00:00-04:00,-2.624912656955102,-2.8021164828143954,-2.554259590987579,-1.8945089323576971,-2.6563756671597165,-2.433359181189302,-3.150143008109119,-4.075676929868776,2.219480977403298,-0.6507043185269704,-2.554259590987579,-2.03276322012946,-3.0005786538562007,4.353130526226549,-0.43986618548275075,4.193919895029459,-0.6497138956035509,-1.3093896839963461,2.005127675688703,0.40987089080483596,4.51652907645074,6.187694099958828,1.6399651777532216,5.089203787674357,-2.868241923650222,-1.9649303952948263,3.2670233921030576,4.01369173734853,-0.7345890004319202,-1.0190533967514268,-1.3410112378278243,-3.672542969626668
